Freq,Mag,Phase,Coherence
2566.40625,-0.055721045,68.27763,5.8246856e-06
2578.125,-0.10398489,-3.1483307,4.4733038e-06
2589.84375,-4.533503,-3.6686401,5.8752116e-06
2601.5625,0.35651404,0.68891907,5.805626e-06
2613.28125,-4.714165,17.619904,5.2962805e-06
2625.0,1.3382277,46.983902,5.292539e-06
2636.71875,-1.9299467,69.74093,1.13050055e-05
2648.4375,5.911678,129.21724,5.1338866e-06
2660.15625,-3.9506974,176.90578,1.2393547e-05
2671.875,-3.1609805,219.11212,6.3693847e-06
2683.59375,1.7837992,184.45113,2.665206e-06
2695.3125,4.5151978,209.7815,1.7798764e-05
2707.03125,0.47959888,206.47118,8.64436e-06
2718.75,2.7021682,166.6244,7.532025e-06
2730.46875,2.7146182,167.81714,5.1646657e-06
2742.1875,-1.1605954,149.41248,3.3503243e-06
2753.90625,5.7261167,135.50633,7.283371e-06
2765.625,6.6772947,138.53963,1.7177805e-05
2777.34375,6.6461577,136.61563,5.5692985e-06
2789.0625,4.2975187,153.01517,6.295411e-06
2800.78125,-3.181324,182.83762,9.33769e-06
2812.5,2.528783,190.39708,8.678372e-06
2824.21875,-0.39543992,149.55597,1.0264297e-05
2835.9375,1.0664121,229.83644,7.854681e-06
2847.65625,1.8349328,225.66446,1.1097019e-05
2859.375,1.8893284,226.64629,7.728542e-06
2871.09375,0.5841199,239.05048,8.1096405e-06
2882.8125,-1.3426331,273.38095,1.0443579e-05
2894.53125,2.7302663,279.28424,4.5273327e-06
2906.25,2.5115635,275.55765,6.0116326e-06
2917.96875,2.34407,341.04974,3.5439616e-06
2929.6875,2.410041,311.11102,1.3765416e-05
2941.40625,0.7213861,270.81683,3.92965e-06
2953.125,4.2406373,225.12413,2.4087944e-06
2964.84375,0.9498012,221.80562,2.3410603e-06
2976.5625,-2.9582338,288.77924,2.7521733e-06
2988.28125,-0.66167456,266.3273,3.9124106e-06
3000.0,3.165611,252.85037,8.301208e-06
3011.71875,2.3971326,232.49472,5.472908e-06
3023.4375,-2.5267262,237.27148,3.134948e-06
3035.15625,-7.5917745,254.43811,2.0222662e-06
3046.875,3.705319,298.9804,4.2866723e-06
3058.59375,-3.0697272,283.41095,2.707509e-06
3070.3125,-0.120740116,300.93842,3.3637866e-06
3082.03125,4.2305865,272.0575,1.381839e-06
3093.75,-3.2865176,292.20468,2.6712778e-06
3105.46875,6.8307457,282.77896,6.4155447e-06
3117.1875,3.7637672,322.92584,3.35071e-06
3128.90625,-3.2277288,394.37582,3.134619e-06
3140.625,-2.9285927,384.8482,1.5308152e-06
3152.34375,-8.5878315,381.8296,2.032973e-06
3164.0625,1.8649752,367.52106,4.672493e-06
3175.78125,-0.4652059,327.00323,7.5817707e-06
3187.5,1.6704584,341.91196,6.5388917e-06
3199.21875,2.3752615,257.94693,2.826504e-06
3210.9375,0.39107856,257.27573,1.3655485e-06
3222.65625,1.9041617,220.40414,3.110138e-06
3234.375,6.450554,188.06313,4.1757235e-06
3246.09375,-1.1005107,197.55899,4.029678e-06
3257.8125,-5.3267565,174.79512,4.8926495e-06
3269.53125,-0.33726552,128.41663,2.1481408e-06
3281.25,0.44249988,160.60751,2.6839773e-06
3292.96875,5.6756067,161.00064,2.1902506e-06
3304.6875,1.3493661,180.57214,1.3572284e-06
3316.40625,2.2960656,179.4963,3.62227e-06
3328.125,1.5611311,165.59785,2.4253375e-06
3339.84375,2.9110894,123.86017,1.9749723e-06
3351.5625,2.9656627,141.30774,1.8470315e-06
3363.28125,5.518954,131.98462,1.0584365e-06
3375.0,1.1084564,156.38008,1.7693537e-06
3386.71875,2.4808526,130.20251,1.75179e-06
3398.4375,-2.7083735,120.95183,9.2038084e-07
3410.15625,3.030429,208.60213,3.3054976e-06
3421.875,2.1987467,190.44682,1.4250406e-06
3433.59375,2.2625432,170.80191,1.6528292e-06
3445.3125,1.1889383,125.10328,2.0166174e-06
3457.03125,6.4176235,125.666695,1.8066105e-06
3468.75,1.5991707,164.16881,2.3253442e-06
3480.46875,1.569409,177.07721,1.8867711e-06
3492.1875,2.162537,190.03336,2.008889e-06
3503.90625,-2.3343914,192.283,1.2997493e-06
3515.625,-0.90286434,174.45992,2.5906966e-06
3527.34375,-4.7476797,200.01163,5.178352e-06
3539.0625,-0.3927678,224.49088,4.0081513e-06
3550.78125,0.13310117,246.70456,3.044215e-06
3562.5,-1.3690094,245.73724,1.7895298e-06
3574.21875,-0.701218,266.4566,1.8832859e-06
3585.9375,-5.3774457,257.50327,3.5965572e-06
3597.65625,-5.890333,331.30634,2.68262e-06
3609.375,-3.4305336,337.93585,2.339737e-06
3621.09375,-3.5548167,300.87396,2.197121e-06
3632.8125,-4.005086,309.63724,1.7925584e-06
3644.53125,-3.9085736,299.23825,1.7279979e-06
3656.25,-1.135733,317.06628,1.3683862e-06
3667.96875,-5.7769165,252.26468,1.8809253e-06
3679.6875,-6.385938,204.3246,2.3447187e-06
3691.40625,-8.094441,183.48105,1.2084955e-06
3703.125,-4.811649,212.07031,1.1946302e-06
3714.84375,-1.5647125,284.1395,1.2604356e-06
3726.5625,-3.7757716,336.5303,1.0021522e-06
3738.28125,-5.760932,291.72083,8.333136e-07
3750.0,-3.4450083,317.23508,1.6933091e-06
3761.71875,-3.338116,306.69937,2.2253369e-06
